,car_age,car_age_category,car_brand,car_city,car_country,car_fuel,car_id,car_mileage,car_model,car_price
21203,16,Old,Honda,Novosibirsk,JP,gasoline,21203,207.0k,Accord,1414.0k
21215,3,New,Kia,Novosibirsk,KR,gasoline,21215,34.2k,Rio X (X-Line),1795.0k
21244,3,New,Volkswagen,Novosibirsk,DE,diesel,21244,49.7k,Touareg,7849.0k
21273,4,Middle,Toyota,Novosibirsk,JP,gasoline,21273,43.5k,Tundra,8450.0k
21277,24,Old,Mitsubishi,Novosibirsk,JP,gasoline,21277,250.0k,Lancer Cedia,99.0k
21293,10,Old,Toyota,Novosibirsk,JP,diesel,21293,208.0k,Land Cruiser,4700.0k
21298,10,Old,Honda,Novosibirsk,JP,hybrid,21298,162.0k,Freed,1399.0k
21301,6,Middle,Lada,Samara,RUS,gasoline,21301,83.5k,Vesta Cross,1326.5k
21303,8,Middle,Lexus,Novosibirsk,JP,hybrid,21303,63.0k,RX450h,4580.0k
21312,1,New,Chery,Novosibirsk,CN,gasoline,21312,4.6k,Tiggo 8,2699.0k
21314,3,New,Lexus,Novosibirsk,JP,gasoline,21314,36.2k,NX200,4149.0k
21315,10,Old,Lexus,Novosibirsk,JP,gasoline,21315,138.0k,RX350,3490.0k
21321,3,New,Lada,Samara,RUS,gasoline,21321,166.5k,Vesta Cross,1524.9k
21323,19,Old,SsangYong,Novosibirsk,KR ,gasoline,21323,45.0k,Rexton,900.0k
21328,20,Old,Lexus,Novosibirsk,JP,gasoline,21328,293.0k,RX300,1380.0k
21344,18,Old,Toyota,Novosibirsk,JP,gasoline,21344,254.0k,Ractis,780.0k
21351,16,Old,Honda,Novosibirsk,JP,gasoline,21351,222.2k,CR-V,1580.0k
21358,4,Middle,BMW,Novosibirsk,DE,diesel,21358,45.5k,5-Series,4890.0k
21366,8,Middle,Lexus,Novosibirsk,JP,gasoline,21366,150.0k,GX460,5384.0k
21381,2,New,EXEED,Novosibirsk,CN,gasoline,21381,7.9k,LX,2550.0k
21383,2,New,EXEED,Novosibirsk,CN,gasoline,21383,2.6k,VX,3523.6k
21392,4,Middle,Toyota,Novosibirsk,JP,gasoline,21392,72.6k,RAV4,3900.0k
21400,16,Old,Honda,Novosibirsk,JP,gasoline,21400,313.6k,CR-V,1290.0k
21406,4,Middle,Renault,Novosibirsk,FR,gasoline,21406,70.1k,Logan,924.0k
21418,11,Old,Toyota,Novosibirsk,JP,gasoline,21418,414.8k,Fortuner,2394.0k
21421,13,Old,Nissan,Novosibirsk,JP,gasoline,21421,175.8k,X-Trail,1659.0k
21427,23,Old,Toyota,Novosibirsk,JP,gasoline,21427,350.0k,Vista Ardeo,600.0k
21428,17,Old,Nissan,Novosibirsk,JP,gasoline,21428,235.0k,Serena,1190.0k
21433,24,Old,Toyota,Novosibirsk,JP,gasoline,21433,299.0k,Vitz,389.0k
21444,5,Middle,Toyota,Novosibirsk,JP,hybrid,21444,85.0k,Aqua,1329.0k
21445,7,Middle,Peugeot,Novosibirsk,FR,gasoline,21445,187.0k,408,1050.0k
21457,1,New,Lexus,Novosibirsk,JP,hybrid,21457,20,LM350h,20500.0k
21465,16,Old,Opel,Novosibirsk,DE,gasoline,21465,256.0k,Astra,565.0k
21484,2,New,Lada,Saint Petersburg,RUS,gasoline,21484,72.9k,Vesta Cross,1435.0k
21485,6,Middle,Lada,Saint Petersburg,RUS,gasoline,21485,83.2k,Vesta Cross,1240.0k
21494,13,Old,Peugeot,Novosibirsk,FR,gasoline,21494,142.2k,308,510.0k
21508,3,New,Kia,Novosibirsk,KR,gasoline,21508,17.0k,Rio X (X-Line),1960.0k
21520,8,Middle,Kia,Novosibirsk,KR,gasoline,21520,78.0k,Soul,1547.0k
21529,6,Middle,Mitsubishi,Novosibirsk,JP,gasoline,21529,98.0k,Delica D:5,2300.0k
21536,4,Middle,Land Rover,Novosibirsk,UK,diesel,21536,155.0k,Rover Range Rover Velar,5400.0k
21554,16,Old,Nissan,Novosibirsk,JP,diesel,21554,280.0k,Pathfinder,1300.0k
21568,16,Old,Nissan,Novosibirsk,JP,gasoline,21568,253.4k,Qashqai,1249.0k
21579,17,Old,Toyota,Novosibirsk,JP,gasoline,21579,267.5k,Isis,999.0k
21581,8,Middle,Lexus,Novosibirsk,JP,gasoline,21581,91.0k,RX200t,4200.0k
21588,16,Old,Lexus,Novosibirsk,JP,gasoline,21588,219.9k,RX350,2045.0k
21606,5,Middle,Nissan,Novosibirsk,JP,gasoline,21606,114.1k,Qashqai,1628.0k
21615,16,Old,Honda,Novosibirsk,JP,gasoline,21615,218.0k,Accord,1170.0k
21617,4,Middle,Mercedes-Benz,Novosibirsk,DE,diesel,21617,11.6k,GLB-Class,4499.0k
21646,23,Old,Subaru,Novosibirsk,JP,gasoline,21646,233.0k,Forester,697.0k
21647,3,New,Lexus,Novosibirsk,JP,gasoline,21647,33.0k,LX570,14700.0k
21650,6,Middle,Mercedes-Benz,Novosibirsk,DE,gasoline,21650,85.0k,E-Class,4300.0k
21656,21,Old,Toyota,Novosibirsk,JP,gasoline,21656,261.0k,Premio,700.0k
21664,28,Old,Honda,Novosibirsk,JP,gasoline,21664,250.0k,Civic Ferio,349.0k
21665,5,Middle,Kia,Novosibirsk,KR,gasoline,21665,39.3k,Rio,1599.0k
21679,16,Old,Skoda,Novosibirsk,CZ,gasoline,21679,213.0k,Octavia,589.0k
21683,3,New,Lada,Surgut,RUS,gasoline,21683,35.2k,Vesta Cross,1659.0k
21690,22,Old,Mazda,Novosibirsk,JP,gasoline,21690,365.2k,Familia,295.0k
21696,9,Middle,Hyundai,Novosibirsk,KR,gasoline,21696,140.0k,Santa Fe,2299.0k
21704,14,Old,Toyota,Novosibirsk,JP,gasoline,21704,101.0k,Wish,1390.0k
21714,1,New,Kia,Novosibirsk,KR,gasoline,21714,20,Cerato,2690.0k
21742,11,Old,Toyota,Novosibirsk,JP,gasoline,21742,166.0k,Allion,1500.0k
21749,7,Middle,Nissan,Novosibirsk,JP,gasoline,21749,152.2k,NV200,1638.0k
21750,4,Middle,Toyota,Novosibirsk,JP,gasoline,21750,61.1k,C-HR,2236.0k
21773,24,Old,Toyota,Novosibirsk,JP,gasoline,21773,277.4k,Land Cruiser,1995.0k
21780,12,Old,Toyota,Novosibirsk,JP,gasoline,21780,176.4k,Voxy,1500.0k
21781,4,Middle,Kia,Novosibirsk,KR,diesel,21781,41.6k,Carnival,3340.0k
21784,5,Middle,Nissan,Novosibirsk,JP,gasoline,21784,106.0k,X-Trail,2270.0k
21812,5,Middle,Toyota,Novosibirsk,JP,gasoline,21812,34.8k,Harrier,3500.0k
21822,5,Middle,MINI,Novosibirsk,DE,diesel,21822,155.2k,Countryman,3490.0k
21841,6,Middle,Toyota,Novosibirsk,JP,gasoline,21841,78.0k,Tank,1220.0k
21866,7,Middle,Toyota,Novosibirsk,JP,gasoline,21866,45.2k,C-HR,2295.0k
21869,6,Middle,Cadillac,Novosibirsk,USA,gasoline,21869,159.3k,Escalade,5750.0k
21883,3,New,Lada,Surgut,RUS,gasoline,21883,125.0k,Vesta Cross,1184.0k
21892,1,New,Lexus,Novosibirsk,JP,hybrid,21892,17,RX500h,11297.0k
21903,17,Old,Toyota,Novosibirsk,JP,gasoline,21903,270.0k,Corolla,767.0k
21918,10,Old,Acura,Novosibirsk,JP,gasoline,21918,90.0k,TLX,2250.0k
21929,4,Middle,Lada,Tomsk,RUS,gasoline,21929,23.3k,Vesta Cross,1390.0k
21933,6,Middle,Kia,Novosibirsk,KR,diesel,21933,158.0k,Carnival,2599.0k
21936,5,Middle,Skoda,Novosibirsk,CZ,gasoline,21936,147.6k,Rapid,1449.0k
21938,5,Middle,Kia,Novosibirsk,KR,gasoline,21938,112.0k,Rio X (X-Line),1689.0k
21953,3,New,Mitsubishi,Novosibirsk,JP,diesel,21953,74,L200,4599.0k
21962,1,New,Subaru,Novosibirsk,JP,gasoline,21962,51,Forester,5399.0k
21967,28,Old,Mitsubishi,Novosibirsk,JP,diesel,21967,195.0k,Delica,390.0k
21984,5,Middle,Land Rover,Novosibirsk,UK,diesel,21984,41.0k,Rover Range Rover Evoque,4200.0k
21985,5,Middle,Land Rover,Novosibirsk,UK,diesel,21985,70.0k,Rover Discovery Sport,3150.0k
21991,4,Middle,Porsche,Novosibirsk,DE,gasoline,21991,12.0k,Cayenne,10969.0k
22000,16,Old,Mercedes-Benz,Novosibirsk,DE,gasoline,22000,260.0k,E-Class,1305.0k
22022,14,Old,Mitsubishi,Omsk,JP,gasoline,22022,188.2k,Outlander,1290.0k
22025,14,Old,Nissan,Omsk,JP,gasoline,22025,249.0k,Qashqai,1195.0k
22030,11,Old,Ford,Omsk,USA,gasoline,22030,273.0k,Kuga,1200.0k
22039,5,Middle,Haval,Omsk,CN,gasoline,22039,59.4k,F7,2030.0k
22051,6,Middle,Kia,Omsk,KR,gasoline,22051,89.3k,Rio X (X-Line),1530.0k
22063,10,Old,Hyundai,Omsk,KR,gasoline,22063,112.2k,Solaris,1199.0k
22123,12,Old,Opel,Omsk,DE,gasoline,22123,178.0k,Meriva,580.0k
22127,3,New,Mazda,Omsk,JP,gasoline,22127,80.0k,Mazda6,2970.0k
22129,3,New,BMW,Omsk,DE,diesel,22129,37.2k,X3,7199.0k
22130,3,New,Geely,Omsk,CN,gasoline,22130,77.0k,Emgrand X7,1800.0k
22132,22,Old,Toyota,Omsk,JP,gasoline,22132,325.9k,Highlander,1035.0k
22146,9,Middle,Skoda,Omsk,CZ,gasoline,22146,139.0k,Yeti,1290.0k
22166,10,Old,Opel,Omsk,DE,gasoline,22166,74.0k,Mokka,1128.0k
22170,29,Old,Toyota,Omsk,JP,gasoline,22170,200.0k,Carina,327.0k
22173,8,Middle,Kia,Omsk,KR,gasoline,22173,113.1k,Rio,1349.0k
22174,9,Middle,Kia,Omsk,KR,gasoline,22174,115.0k,Rio,1199.0k
22183,27,Old,Mitsubishi,Omsk,JP,gasoline,22183,299.1k,Delica,1185.0k
22201,5,Middle,Nissan,Omsk,JP,gasoline,22201,47.0k,Note,1189.0k
22213,6,Middle,Lada,Ufa,RUS,gasoline,22213,129.8k,Vesta Cross,1076.0k
22218,2,New,Mazda,Omsk,JP,gasoline,22218,4.8k,CX-4,2700.0k
22222,5,Middle,Kia,Omsk,KR,gasoline,22222,43.1k,Sportage,2425.0k
22232,8,Middle,Toyota,Omsk,JP,gasoline,22232,146.0k,RAV4,2935.0k
22236,3,New,Lada,Ufa,RUS,gasoline,22236,35.0k,Vesta Cross,1420.0k
22265,25,Old,Honda,Omsk,JP,gasoline,22265,241.4k,HR-V,375.0k
22274,3,New,Lada,Chelyabinsk,RUS,gasoline,22274,21.3k,Vesta Cross,1357.4k
22276,21,Old,Toyota,Omsk,JP,gasoline,22276,344.1k,Funcargo,540.0k
22299,19,Old,Toyota,Omsk,JP,gasoline,22299,275.0k,Land Cruiser Prado,2500.0k
22301,15,Old,Kia,Omsk,KR,diesel,22301,350.2k,Sorento,1170.0k
22304,21,Old,Mitsubishi,Omsk,JP,gasoline,22304,189.0k,Lancer,400.0k
22305,25,Old,Honda,Omsk,JP,gasoline,22305,200.0k,Life,250.0k
22308,12,Old,Renault,Omsk,FR,gasoline,22308,109.0k,Sandero Stepway,760.0k
22315,25,Old,Nissan,Omsk,JP,gasoline,22315,302.0k,Sunny,283.0k
22317,24,Old,Nissan,Omsk,JP,gasoline,22317,300.0k,Bluebird Sylphy,329.0k
22328,6,Middle,Lada,Chelyabinsk,RUS,gasoline,22328,170.2k,Vesta Cross,1037.0k
22353,12,Old,Skoda,Omsk,CZ,gasoline,22353,214.5k,Yeti,970.0k
22359,7,Middle,Lada,Astrakhan,RUS,gasoline,22359,117.0k,Granta,840.0k
22361,4,Middle,Lexus,Omsk,JP,gasoline,22361,46.0k,RX300,5800.0k
22367,16,Old,Chery,Omsk,CN,gasoline,22367,170.0k,CrossEastar,218.0k
22385,12,Old,Skoda,Omsk,CZ,gasoline,22385,214.5k,Yeti,970.0k
22392,18,Old,Mitsubishi,Omsk,JP,gasoline,22392,240.0k,Lancer,560.0k
22395,5,Middle,Toyota,Omsk,JP,gasoline,22395,50.0k,RAV4,3380.0k
22413,6,Middle,Lada,Astrakhan,RUS,gasoline,22413,86.0k,Granta,715.0k
22416,11,Old,Daewoo,Omsk,KR,gasoline,22416,140.0k,Nexia,195.0k
22428,14,Old,Toyota,Omsk,JP,gasoline,22428,178.0k,Corolla Rumion,1040.0k
22469,23,Old,Toyota,Omsk,JP,gasoline,22469,237.7k,Carina,700.0k
22482,4,Middle,Renault,Omsk,FR,gasoline,22482,56.1k,Kaptur,1850.0k
22509,2,New,Chery,Omsk,CN,gasoline,22509,24.2k,Tiggo 7 Pro,2250.0k
22536,3,New,Hyundai,Omsk,KR,gasoline,22536,52.7k,Solaris,1750.0k
22540,5,Middle,Renault,Omsk,FR,gasoline,22540,105.8k,Kaptur,1320.0k
22543,14,Old,SsangYong,Omsk,KR ,diesel,22543,200.0k,Actyon Sports,695.0k
22564,22,Old,Toyota,Omsk,JP,gasoline,22564,300.0k,Corolla Fielder,649.0k
22607,17,Old,Hyundai,Omsk,KR,gasoline,22607,216.0k,Elantra,695.0k
22613,27,Old,Honda,Omsk,JP,gasoline,22613,198.0k,CR-V,550.0k
22618,24,Old,Toyota,Omsk,JP,gasoline,22618,280.0k,Corolla,450.0k
22622,13,Old,Honda,Omsk,JP,gasoline,22622,103.0k,Fit,1000.0k
22627,11,Old,Lada,Barnaul,RUS,gasoline,22627,137.0k,Granta,430.0k
22633,11,Old,Nissan,Omsk,JP,gasoline,22633,180.0k,Almera,695.0k
22644,22,Old,Land Rover,Omsk,UK,gasoline,22644,157.0k,Rover Range Rover,875.0k
22649,5,Middle,Hyundai,Omsk,KR,gasoline,22649,77.0k,Tucson,2355.0k
22658,11,Old,Nissan,Omsk,JP,gasoline,22658,178.0k,Teana,1295.0k
22668,12,Old,Toyota,Omsk,JP,gasoline,22668,275.0k,Highlander,2000.0k
22674,11,Old,Toyota,Omsk,JP,gasoline,22674,238.1k,RAV4,2170.0k
22676,10,Old,Mazda,Omsk,JP,gasoline,22676,145.8k,Mazda3,1335.0k
22687,11,Old,Mercedes-Benz,Omsk,DE,diesel,22687,150.0k,GLK-Class,2150.0k
22692,20,Old,Toyota,Omsk,JP,gasoline,22692,315.0k,RAV4,1037.0k
22701,6,Middle,Kia,Omsk,KR,gasoline,22701,72.0k,Rio X (X-Line),1489.0k
22703,3,New,Kia,Omsk,KR,gasoline,22703,63.0k,Rio,2089.0k
22710,10,Old,Chevrolet,Omsk,USA,gasoline,22710,170.0k,Niva,649.0k
22719,18,Old,Ford,Omsk,USA,gasoline,22719,200.0k,Focus,535.0k
22725,25,Old,Toyota,Omsk,JP,gasoline,22725,180.0k,Harrier,899.0k
22734,10,Old,Kia,Omsk,KR,gasoline,22734,103.0k,Rio,959.0k
22738,3,New,Hyundai,Omsk,KR,gasoline,22738,43.0k,Solaris,1945.0k
22739,7,Middle,Renault,Omsk,FR,gasoline,22739,76.0k,Duster,1680.0k
22751,6,Middle,Kia,Omsk,KR,gasoline,22751,43.0k,Optima,2700.0k
22756,9,Middle,Nissan,Omsk,JP,gasoline,22756,128.0k,Note,980.0k
22822,12,Old,Skoda,Omsk,CZ,gasoline,22822,194.5k,Yeti,895.0k
22826,4,Middle,Mercedes-Benz,Omsk,DE,diesel,22826,34.0k,GLE Coupe,9500.0k
22827,13,Old,MINI,Omsk,DE,gasoline,22827,143.0k,Countryman,1500.0k
22834,6,Middle,Toyota,Omsk,JP,gasoline,22834,57.0k,Roomy,1230.0k
22835,10,Old,Daihatsu,Omsk,JP,gasoline,22835,74.0k,Mira e:S,685.0k
22839,4,Middle,Skoda,Omsk,CZ,gasoline,22839,87.0k,Karoq,2750.0k
22846,30,Old,Toyota,Omsk,JP,gasoline,22846,350.0k,Corona,255.0k
22850,12,Old,Mercedes-Benz,Omsk,DE,gasoline,22850,169.0k,E-Class,2000.0k
22858,22,Old,Toyota,Omsk,JP,gasoline,22858,405.0k,Allion,650.0k
22873,22,Old,Mitsubishi,Omsk,JP,gasoline,22873,206.0k,Galant,370.0k
22874,12,Old,Land Rover,Omsk,UK,gasoline,22874,161.7k,Rover Range Rover Evoque,2100.0k
22889,17,Old,Toyota,Omsk,JP,gasoline,22889,285.0k,Avensis,955.0k
22895,30,Old,Toyota,Omsk,JP,gasoline,22895,222.0k,Caldina,390.0k
22922,3,New,Kia,Omsk,KR,diesel,22922,88.0k,Carnival,4500.0k
22926,6,Middle,Toyota,Omsk,JP,gasoline,22926,130.0k,Camry,2770.0k
22932,25,Old,Honda,Omsk,JP,gasoline,22932,170.0k,HR-V,430.0k
22937,7,Middle,Hyundai,Omsk,KR,gasoline,22937,128.0k,Solaris,1490.0k
22945,20,Old,Mitsubishi,Omsk,JP,gasoline,22945,170.0k,Lancer,441.0k
22950,12,Old,Nissan,Omsk,JP,gasoline,22950,129.0k,Juke,1250.0k
22951,24,Old,Audi,Omsk,DE,gasoline,22951,290.3k,A6,720.0k
22967,2,New,Lada,Voronezh,RUS,gasoline,22967,26.8k,Granta,985.0k
22976,16,Old,Hyundai,Omsk,KR,gasoline,22976,213.0k,Tucson,1080.0k
22980,9,Middle,Mazda,Omsk,JP,gasoline,22980,146.4k,CX-5,2250.0k
22982,4,Middle,Toyota,Omsk,JP,diesel,22982,72.0k,Hilux,5500.0k
22998,26,Old,Nissan,Omsk,JP,gasoline,22998,420.0k,Sunny,307.0k
23000,13,Old,Hyundai,Omsk,KR,gasoline,23000,188.0k,ix55,1530.0k
23017,12,Old,BYD,Omsk,CN,gasoline,23017,198.0k,F3,315.0k
23024,20,Old,Toyota,Omsk,JP,gasoline,23024,300.0k,Harrier,1149.0k
23034,23,Old,Honda,Omsk,JP,gasoline,23034,1.0k,HR-V,555.0k
23040,12,Old,BYD,Omsk,CN,gasoline,23040,290.0k,F3,400.0k
23045,14,Old,Toyota,Omsk,JP,gasoline,23045,182.0k,Passo,590.0k
23047,3,New,Kia,Omsk,KR,gasoline,23047,39.7k,K5,2950.0k
23051,24,Old,Toyota,Omsk,JP,gasoline,23051,400.0k,Carina,420.0k
23052,15,Old,Mercedes-Benz,Omsk,DE,gasoline,23052,229.0k,C-Class,1270.0k
23068,1,New,BMW,Omsk,DE,diesel,23068,35,5-Series,11190.0k
23077,6,Middle,Chevrolet,Omsk,USA,gasoline,23077,98.1k,Niva,829.0k
23080,13,Old,Great,Omsk,CN,gasoline,23080,254.0k,Wall Hover H3,789.0k
23083,14,Old,Honda,Omsk,JP,gasoline,23083,99.0k,Freed,1149.0k
23088,23,Old,Subaru,Omsk,JP,gasoline,23088,370.0k,Legacy B4,560.0k
23093,17,Old,Mercedes-Benz,Omsk,DE,diesel,23093,560.0k,Vito,1300.0k
23118,13,Old,Nissan,Omsk,JP,gasoline,23118,109.0k,Note,960.0k
23130,15,Old,Toyota,Omsk,JP,gasoline,23130,176.0k,Alphard,2500.0k
23132,9,Middle,Nissan,Omsk,JP,gasoline,23132,122.7k,Sentra,1120.0k
23153,2,New,Lada,Voronezh,RUS,gasoline,23153,12.4k,Granta,935.0k
23166,13,Old,Hyundai,Omsk,KR,gasoline,23166,205.0k,Solaris,829.0k
23173,4,Middle,BMW,Omsk,DE,gasoline,23173,125.0k,X3,3450.0k
23180,14,Old,Chevrolet,Omsk,USA,gasoline,23180,150.0k,Cruze,795.0k
23190,26,Old,Honda,Omsk,JP,gasoline,23190,200.0k,Civic Ferio,315.0k
23221,18,Old,Nissan,Omsk,JP,gasoline,23221,240.0k,Almera Classic,549.0k
23228,17,Old,Hyundai,Omsk,KR,gasoline,23228,260.0k,Santa Fe,1365.0k
23237,7,Middle,Toyota,Omsk,JP,gasoline,23237,152.0k,Camry,2200.0k
23247,26,Old,Toyota,Omsk,JP,gasoline,23247,400.0k,Town Ace Noah,550.0k
23254,15,Old,Chevrolet,Omsk,USA,gasoline,23254,162.0k,Lacetti,525.0k
23273,14,Old,Suzuki,Omsk,JP,gasoline,23273,215.0k,Grand Vitara,1455.0k
23284,20,Old,Toyota,Omsk,JP,gasoline,23284,320.0k,RAV4,960.0k
23319,6,Middle,Hyundai,Omsk,KR,gasoline,23319,85.0k,Solaris,1650.0k
23321,9,Middle,Lada,Voronezh,RUS,gasoline,23321,143.8k,Granta,739.0k
23326,12,Old,Kia,Omsk,KR,gasoline,23326,168.0k,Ceed,1100.0k
23328,5,Middle,Chevrolet,Omsk,USA,gasoline,23328,70.0k,Niva,850.0k
23341,13,Old,SsangYong,Omsk,KR ,diesel,23341,250.0k,Actyon,900.0k
23350,8,Middle,Geely,Omsk,CN,gasoline,23350,85.0k,Emgrand X7,1239.0k
23355,6,Middle,Lada,Yekaterinburg,RUS,gasoline,23355,157.0k,Granta,670.0k
23364,8,Middle,Lifan,Omsk,CN,gasoline,23364,101.0k,X60,799.0k
23366,17,Old,BMW,Omsk,DE,gasoline,23366,367.0k,X5,1900.0k
23377,17,Old,Lexus,Omsk,JP,gasoline,23377,323.0k,IS250,1469.0k
23381,27,Old,Opel,Omsk,DE,gasoline,23381,150.0k,Astra,175.0k
23393,16,Old,BMW,Omsk,DE,gasoline,23393,207.8k,X6,1580.0k
23420,17,Old,Hyundai,Omsk,KR,gasoline,23420,230.0k,Tucson,839.0k
23436,17,Old,Subaru,Omsk,JP,gasoline,23436,390.0k,Outback,1200.0k
23449,14,Old,Renault,Omsk,FR,gasoline,23449,363.0k,Logan,360.0k
23455,2,New,Haval,Omsk,CN,gasoline,23455,7.8k,Jolion,1800.0k
23470,14,Old,Mitsubishi,Omsk,JP,diesel,23470,275.3k,L200,1250.0k
23513,5,Middle,Honda,Omsk,JP,gasoline,23513,60.0k,N-BOX,935.0k
23518,20,Old,Nissan,Omsk,JP,gasoline,23518,240.0k,Primera,450.0k
23520,16,Old,Honda,Omsk,JP,gasoline,23520,210.0k,Civic,955.0k
23550,16,Old,Infiniti,Omsk,JP,gasoline,23550,203.6k,EX35,1325.0k
23570,17,Old,Audi,Omsk,DE,gasoline,23570,176.0k,Q7,1400.0k
23589,14,Old,Renault,Omsk,FR,gasoline,23589,211.0k,Fluence,489.0k
23594,7,Middle,Toyota,Omsk,JP,gasoline,23594,139.0k,Corolla Fielder,1400.0k
23595,17,Old,Lexus,Omsk,JP,gasoline,23595,212.0k,RX350,1689.0k
23603,11,Old,Nissan,Omsk,JP,gasoline,23603,155.0k,Almera,799.0k
23608,14,Old,Ford,Omsk,USA,gasoline,23608,140.0k,Focus,789.0k
23610,24,Old,Volvo,Omsk,SE,gasoline,23610,430.0k,S40,300.0k
23615,11,Old,Renault,Omsk,FR,gasoline,23615,175.0k,Duster,879.0k
23616,15,Old,Kia,Omsk,KR,gasoline,23616,245.0k,Cerato,849.0k
23619,10,Old,Nissan,Omsk,JP,gasoline,23619,215.0k,Teana,1289.0k
23651,18,Old,Hyundai,Omsk,KR,diesel,23651,213.6k,Santa Fe,920.0k
23668,22,Old,Nissan,Omsk,JP,gasoline,23668,254.0k,Expert,350.0k
23677,14,Old,Skoda,Omsk,CZ,gasoline,23677,210.0k,Octavia,500.0k
23678,4,Middle,Renault,Omsk,FR,gasoline,23678,62.0k,Sandero Stepway,1399.0k
23681,15,Old,Mercedes-Benz,Omsk,DE,gasoline,23681,181.7k,E-Class,1900.0k
23712,11,Old,Hyundai,Omsk,KR,gasoline,23712,200.0k,Equus,1450.0k
23715,13,Old,Chevrolet,Omsk,USA,gasoline,23715,208.9k,Cruze,765.0k
23723,23,Old,Hyundai,Omsk,KR,gasoline,23723,190.0k,Lavita,499.0k
23725,25,Old,Mazda,Omsk,JP,gasoline,23725,240.0k,626,349.0k
23731,14,Old,Nissan,Omsk,JP,gasoline,23731,170.0k,Teana,1070.0k
23736,2,New,Hyundai,Omsk,KR,gasoline,23736,21.0k,Solaris,1959.0k
23743,11,Old,Citroen,Omsk,FR,diesel,23743,367.3k,Berlingo,820.0k
23752,1,New,Changan,Omsk,CN,gasoline,23752,50,UNI-K,3840.0k
23753,12,Old,BMW,Omsk,DE,gasoline,23753,192.0k,X6,2150.0k
23777,4,Middle,Lada,Yekaterinburg,RUS,gasoline,23777,91.6k,Granta,630.0k
23819,34,Old,Honda,Omsk,JP,gasoline,23819,233.0k,Accord,360.0k
23826,12,Old,Nissan,Omsk,JP,gasoline,23826,141.0k,Qashqai,1300.0k
23837,4,Middle,Lada,Kazan,RUS,gasoline,23837,61.2k,Granta,1116.0k
23851,9,Middle,Land Rover,Omsk,UK,gasoline,23851,111.0k,Rover Range Rover Sport,5630.0k
23858,16,Old,Mazda,Omsk,JP,gasoline,23858,259.0k,CX-7,900.0k
23859,23,Old,Nissan,Omsk,JP,gasoline,23859,240.0k,Sunny,355.6k
23864,18,Old,Chevrolet,Omsk,USA,gasoline,23864,98.0k,Niva,440.0k
23867,11,Old,Toyota,Omsk,JP,gasoline,23867,283.4k,Camry,2150.0k
23881,16,Old,Toyota,Omsk,JP,gasoline,23881,100.0k,Vellfire,1150.0k
23901,2,New,GAC,Rostov-on-Don,CN,gasoline,23901,15.0k,Trumpchi M8,3450.0k
23917,12,Old,BMW,Rostov-on-Don,DE,gasoline,23917,174.8k,5-Series,2270.0k
23922,18,Old,Ford,Rostov-on-Don,USA,gasoline,23922,220.0k,Focus,525.0k
23930,5,Middle,Suzuki,Rostov-on-Don,JP,hybrid,23930,70.0k,Solio,1455.0k
23931,12,Old,Toyota,Rostov-on-Don,JP,gasoline,23931,195.0k,Highlander,2590.0k
23945,5,Middle,Skoda,Rostov-on-Don,CZ,gasoline,23945,24.5k,Rapid,1629.0k
23955,9,Middle,Ford,Rostov-on-Don,USA,gasoline,23955,166.7k,Focus,1179.0k
23964,18,Old,Toyota,Rostov-on-Don,JP,gasoline,23964,250.0k,Yaris,679.9k
23982,11,Old,Luxgen,Rostov-on-Don,CN,gasoline,23982,69.0k,7 SUV,1269.9k
23984,11,Old,Volkswagen,Rostov-on-Don,DE,gasoline,23984,216.0k,Polo,975.0k
24011,6,Middle,Toyota,Rostov-on-Don,JP,gasoline,24011,32.5k,Corolla,1850.0k
24024,23,Old,Opel,Rostov-on-Don,DE,diesel,24024,478.0k,Astra,400.0k
24026,22,Old,BMW,Rostov-on-Don,DE,gasoline,24026,334.0k,X5,900.0k
24027,19,Old,Mazda,Rostov-on-Don,JP,gasoline,24027,305.0k,Mazda6,620.0k
24035,5,Middle,Kia,Rostov-on-Don,KR,gasoline,24035,147.1k,Optima,1790.0k
24038,18,Old,Volvo,Rostov-on-Don,SE,gasoline,24038,283.0k,S60,900.0k
24039,6,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24039,111.5k,Santa Fe,3099.9k
24053,9,Middle,Renault,Rostov-on-Don,FR,gasoline,24053,628.6k,Logan,370.0k
24057,6,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24057,90.0k,Creta,2099.9k
24061,7,Middle,Renault,Rostov-on-Don,FR,gasoline,24061,65.5k,Kaptur,1699.9k
24064,1,New,Chery,Rostov-on-Don,CN,gasoline,24064,30.9k,Tiggo 8 Pro,2649.9k
24065,5,Middle,Kia,Rostov-on-Don,KR,diesel,24065,44.0k,Sorento,2969.9k
24076,10,Old,Mazda,Rostov-on-Don,JP,gasoline,24076,197.0k,CX-5,1849.9k
24085,17,Old,Land Rover,Rostov-on-Don,UK,diesel,24085,300.0k,Rover Discovery,1379.9k
24111,6,Middle,Hyundai,Rostov-on-Don,KR,gasoline,24111,116.0k,Sonata,2249.9k
24121,8,Middle,Lada,Kazan,RUS,gasoline,24121,132.0k,Granta,540.0k
24123,6,Middle,Skoda,Rostov-on-Don,CZ,gasoline,24123,159.0k,Rapid,1369.9k
