,car_age,car_age_category,car_brand,car_city,car_country,car_fuel,car_id,car_mileage,car_model,car_price
11052,12,Old,Opel,Kazan,DE,gasoline,11052,100.9k,Corsa,780.0k
11055,13,Old,Acura,Kazan,JP,gasoline,11055,160.0k,MDX,900.0k
11057,13,Old,Lada,Surgut,RUS,gasoline,11057,190.0k,2113 Samara,300.0k
11085,5,Middle,BMW,Kazan,DE,diesel,11085,101.3k,X5,6390.0k
11087,9,Middle,Hyundai,Kazan,KR,gasoline,11087,168.0k,ix35,1460.0k
11088,12,Old,Volkswagen,Kazan,DE,gasoline,11088,141.1k,Polo,796.0k
11103,16,Old,Peugeot,Kazan,FR,gasoline,11103,189.1k,308,440.0k
11111,11,Old,Mitsubishi,Kazan,JP,gasoline,11111,144.1k,ASX,960.0k
11112,8,Middle,Hyundai,Kazan,KR,gasoline,11112,138.2k,Solaris,960.0k
11132,5,Middle,Kia,Kazan,KR,gasoline,11132,253.7k,Cerato,1335.3k
11136,10,Old,Audi,Kazan,DE,gasoline,11136,213.9k,A3,1305.0k
11140,8,Middle,BMW,Kazan,DE,gasoline,11140,67.2k,X3,2480.0k
11145,3,New,Hyundai,Kazan,KR,gasoline,11145,15.2k,Accent,1978.0k
11153,21,Old,Honda,Kazan,JP,gasoline,11153,178.0k,Element,695.0k
11159,10,Old,Mercedes-Benz,Kazan,DE,gasoline,11159,129.0k,A-Class,1800.0k
11168,6,Middle,Renault,Kazan,FR,gasoline,11168,135.0k,Kaptur,1530.0k
11170,12,Old,Infiniti,Kazan,JP,diesel,11170,177.0k,FX30d,2130.0k
11172,11,Old,Honda,Kazan,JP,gasoline,11172,160.0k,Accord,1500.0k
11173,11,Old,Opel,Kazan,DE,gasoline,11173,220.0k,Astra,795.0k
11186,4,Middle,Hyundai,Kazan,KR,gasoline,11186,148.0k,Creta,1790.0k
11189,13,Old,Hyundai,Kazan,KR,gasoline,11189,189.5k,Veloster,1112.6k
11198,12,Old,Hyundai,Kazan,KR,gasoline,11198,179.1k,Solaris,855.0k
11201,18,Old,Lada,Voronezh,RUS,gasoline,11201,133.2k,2114 Samara,265.0k
11203,14,Old,Honda,Kazan,JP,gasoline,11203,202.0k,Civic,944.6k
11218,5,Middle,Renault,Kazan,FR,gasoline,11218,125.7k,Duster,1605.0k
11223,11,Old,Toyota,Kazan,JP,gasoline,11223,113.0k,Corolla,1410.0k
11229,11,Old,Opel,Kazan,DE,gasoline,11229,147.9k,Astra,940.0k
11238,3,New,Volkswagen,Kazan,DE,gasoline,11238,52.1k,Polo,1930.0k
11245,12,Old,Peugeot,Kazan,FR,gasoline,11245,325.0k,408,449.0k
11251,6,Middle,Renault,Kazan,FR,diesel,11251,144.6k,Duster,1464.0k
11255,10,Old,Kia,Kazan,KR,gasoline,11255,205.0k,Rio,875.3k
11260,1,New,Haval,Kazan,CN,gasoline,11260,18.8k,F7x,2699.7k
11275,8,Middle,Audi,Kazan,DE,gasoline,11275,124.0k,A4,3296.7k
11276,1,New,Geely,Kazan,CN,gasoline,11276,34,Boyue,2800.0k
11277,12,Old,Honda,Kazan,JP,hybrid,11277,131.0k,Fit Shuttle,1100.0k
11281,8,Middle,Volkswagen,Kazan,DE,diesel,11281,60.0k,Tiguan,2764.5k
11286,3,New,Haval,Kazan,CN,gasoline,11286,45.0k,F7,1920.0k
11310,7,Middle,Ford,Kazan,USA,gasoline,11310,76.1k,Focus,1355.1k
11315,3,New,Skoda,Kazan,CZ,diesel,11315,91.0k,Kodiaq,3479.0k
11318,6,Middle,Renault,Kazan,FR,gasoline,11318,79.0k,Kaptur,1596.0k
11326,13,Old,Lada,Voronezh,RUS,gasoline,11326,180.0k,2114 Samara,265.0k
11342,17,Old,Lada,Yekaterinburg,RUS,gasoline,11342,198.0k,2114 Samara,75.0k
11354,1,New,Geely,Kazan,CN,gasoline,11354,42,Monjaro,3650.0k
11368,11,Old,Kia,Kazan,KR,gasoline,11368,101.0k,Sorento,2035.0k
11394,4,Middle,Kia,Kazan,KR,gasoline,11394,71.1k,K5,2920.0k
11397,2,New,Haval,Kazan,CN,gasoline,11397,38.0k,F7x,2200.0k
11403,17,Old,Lada,Yekaterinburg,RUS,gasoline,11403,77.8k,2114 Samara,179.0k
11426,8,Middle,Audi,Kazan,DE,gasoline,11426,248.1k,Q5,2063.0k
11427,6,Middle,Kia,Kazan,KR,gasoline,11427,98.4k,Rio X (X-Line),1570.0k
11429,10,Old,Honda,Kazan,JP,gasoline,11429,85.0k,Fit,1270.0k
11440,10,Old,Lifan,Kazan,CN,gasoline,11440,96.4k,X60,770.0k
11451,4,Middle,Toyota,Kazan,JP,gasoline,11451,67.3k,Camry,3329.0k
11469,8,Middle,Kia,Kazan,KR,diesel,11469,153.0k,Sportage,2250.0k
11477,5,Middle,Peugeot,Kazan,FR,diesel,11477,130.0k,3008,2150.0k
11479,17,Old,Kia,Kazan,KR,gasoline,11479,244.0k,Spectra,330.0k
11485,14,Old,Lada,Irkutsk,RUS,gasoline,11485,238.0k,2114 Samara,285.0k
11490,10,Old,Hyundai,Kazan,KR,gasoline,11490,163.0k,Solaris,1350.0k
11507,15,Old,Volvo,Kazan,SE,diesel,11507,220.0k,XC60,1389.0k
11517,12,Old,Hyundai,Kazan,KR,gasoline,11517,165.9k,ix35,1310.0k
11519,10,Old,Hyundai,Kazan,KR,gasoline,11519,238.9k,Solaris,912.0k
11524,7,Middle,Hyundai,Kazan,KR,gasoline,11524,115.0k,Solaris,1328.0k
11527,12,Old,Nissan,Kazan,JP,gasoline,11527,98.7k,Qashqai,1332.7k
11569,17,Old,Toyota,Kazan,JP,gasoline,11569,250.0k,Avensis,920.0k
11593,12,Old,Mitsubishi,Kazan,JP,gasoline,11593,214.0k,Pajero,2100.0k
11601,11,Old,Lada,Kazan,RUS,gasoline,11601,197.4k,2114 Samara,217.0k
11610,11,Old,Suzuki,Kazan,JP,gasoline,11610,120.0k,Wagon R,900.0k
11618,15,Old,Skoda,Kazan,CZ,gasoline,11618,188.5k,Superb,780.0k
11621,11,Old,Mitsubishi,Kazan,JP,gasoline,11621,198.0k,Pajero,2555.0k
11647,5,Middle,Volvo,Kazan,SE,diesel,11647,48.6k,XC90,5800.0k
11656,19,Old,Lada,Krasnodar,RUS,gasoline,11656,299.0k,2114 Samara,148.0k
11669,9,Middle,Kia,Kazan,KR,gasoline,11669,167.0k,Sportage,1496.7k
11673,5,Middle,Renault,Kazan,FR,gasoline,11673,29.7k,Arkana,1830.0k
11674,12,Old,Chevrolet,Kazan,USA,gasoline,11674,112.0k,Captiva,1430.0k
11678,6,Middle,Volkswagen,Kazan,DE,gasoline,11678,175.8k,Polo,1199.0k
11701,6,Middle,BMW,Kazan,DE,gasoline,11701,101.5k,5-Series,2980.0k
11705,5,Middle,Hyundai,Kazan,KR,gasoline,11705,90.0k,Solaris,1301.0k
11706,12,Old,Kia,Kazan,KR,gasoline,11706,245.3k,Soul,741.0k
11719,5,Middle,Kia,Kazan,KR,gasoline,11719,86.1k,Cerato,1810.0k
11729,11,Old,Opel,Kazan,DE,gasoline,11729,117.1k,Mokka,1090.0k
11737,5,Middle,Renault,Kazan,FR,gasoline,11737,44.3k,Kaptur,2019.0k
11740,4,Middle,Renault,Kazan,FR,gasoline,11740,62.4k,Sandero Stepway,1273.0k
11752,6,Middle,BMW,Kazan,DE,diesel,11752,88.5k,X3,3830.6k
11763,5,Middle,Audi,Kazan,DE,gasoline,11763,33.1k,A8,10300.0k
11765,20,Old,Lada,Makhachkala,RUS,gasoline,11765,140.0k,2114 Samara,240.0k
11774,3,New,Kia,Kazan,KR,gasoline,11774,27.3k,Soul,2190.0k
11802,16,Old,Honda,Kazan,JP,gasoline,11802,109.8k,CR-V,1660.0k
11813,10,Old,Volkswagen,Kazan,DE,gasoline,11813,148.4k,Jetta,1225.0k
11814,7,Middle,Kia,Kazan,KR,gasoline,11814,110.9k,Rio,1225.0k
11818,12,Old,Kia,Kazan,KR,gasoline,11818,175.0k,Sportage,1350.0k
11821,10,Old,Kia,Kazan,KR,gasoline,11821,140.0k,Rio,1000.0k
11832,12,Old,Skoda,Kazan,CZ,gasoline,11832,167.0k,Octavia,799.0k
11842,13,Old,Nissan,Kazan,JP,gasoline,11842,246.0k,X-Trail,1345.0k
11850,11,Old,Hyundai,Kazan,KR,gasoline,11850,162.2k,Grand Santa Fe,1580.0k
11857,16,Old,Mitsubishi,Kazan,JP,gasoline,11857,224.0k,Lancer,649.0k
11867,13,Old,Lada,Nizhny Novgorod,RUS,gasoline,11867,180.0k,2114 Samara,230.0k
11879,3,New,Skoda,Kazan,CZ,gasoline,11879,87.8k,Octavia,2337.0k
11894,6,Middle,Kia,Kazan,KR,gasoline,11894,73.0k,Soul,1839.6k
11903,1,New,Changan,Kazan,CN,gasoline,11903,20,UNI-K,3250.0k
11909,3,New,Haval,Kazan,CN,gasoline,11909,41.7k,F7,1920.0k
11915,23,Old,Renault,Kazan,FR,diesel,11915,175.0k,Laguna,400.0k
11939,26,Old,Nissan,Kazan,JP,gasoline,11939,400.0k,Almera,140.0k
11944,4,Middle,BMW,Kazan,DE,diesel,11944,40.6k,5-Series,6659.0k
11955,12,Old,Lada,Omsk,RUS,gasoline,11955,110.0k,2114 Samara,290.0k
11956,5,Middle,Renault,Kazan,FR,gasoline,11956,75.3k,Sandero Stepway,1280.0k
11993,27,Old,Mitsubishi,Kazan,JP,gasoline,11993,300.0k,Galant,120.0k
12006,13,Old,Opel,Kazan,DE,gasoline,12006,151.1k,Astra,673.7k
12009,5,Middle,Audi,Kazan,DE,gasoline,12009,89.3k,A7,5400.0k
12010,14,Old,Chevrolet,Kazan,USA,gasoline,12010,268.3k,Aveo,486.0k
12030,8,Middle,Toyota,Kazan,JP,gasoline,12030,168.5k,RAV4,2355.0k
12041,12,Old,Honda,Kazan,JP,gasoline,12041,216.8k,Civic,1317.0k
12051,7,Middle,Hyundai,Kazan,KR,gasoline,12051,157.0k,Solaris,1420.0k
12060,14,Old,Opel,Kazan,DE,gasoline,12060,166.1k,Astra,770.0k
12062,8,Middle,Mazda,Kazan,JP,gasoline,12062,131.9k,CX-5,1979.0k
12066,10,Old,BMW,Kazan,DE,diesel,12066,212.0k,5-Series,2419.0k
12073,13,Old,Chevrolet,Kazan,USA,gasoline,12073,49.4k,Niva,700.0k
12088,2,New,Skoda,Kazan,CZ,gasoline,12088,26.8k,Rapid,1970.0k
12130,11,Old,Toyota,Kazan,JP,diesel,12130,200.0k,Land Cruiser,3950.0k
12143,5,Middle,Kia,Kazan,KR,gasoline,12143,109.9k,Rio X (X-Line),1455.0k
12164,18,Old,Lada,Samara,RUS,gasoline,12164,200.6k,2114 Samara,153.9k
12167,4,Middle,Hyundai,Kazan,KR,gasoline,12167,79.3k,Solaris,1450.0k
12172,7,Middle,Ford,Kazan,USA,gasoline,12172,101.9k,Focus,1430.0k
12253,29,Old,Opel,Krasnodar,DE,gasoline,12253,4.4k,Vectra,195.0k
12254,1,New,Geely,Krasnodar,CN,gasoline,12254,1.6k,Coolray,2290.0k
12277,3,New,Kia,Krasnodar,KR,gasoline,12277,35.0k,Cerato,2479.0k
12279,10,Old,Opel,Krasnodar,DE,gasoline,12279,242.8k,Insignia,1152.7k
12294,4,Middle,Audi,Krasnodar,DE,gasoline,12294,35.0k,A5,4200.0k
12306,5,Middle,Kia,Krasnodar,KR,gasoline,12306,15.2k,Stonic,2049.0k
12307,9,Middle,Honda,Krasnodar,JP,gasoline,12307,39.3k,Shuttle,1769.0k
12334,5,Middle,Subaru,Krasnodar,JP,gasoline,12334,68.0k,Levorg,2295.0k
12335,8,Middle,Volkswagen,Krasnodar,DE,gasoline,12335,30.5k,Polo,1590.0k
12342,15,Old,Fiat,Krasnodar,IT,diesel,12342,252.6k,Qubo,750.0k
12346,12,Old,Volkswagen,Krasnodar,DE,gasoline,12346,211.0k,Golf,1090.0k
12357,14,Old,Honda,Krasnodar,JP,gasoline,12357,54.0k,Freed,1350.0k
12360,17,Old,Ford,Krasnodar,USA,gasoline,12360,164.0k,Focus,715.0k
12362,16,Old,Land Rover,Krasnodar,UK,diesel,12362,100.0k,Rover Freelander,1300.0k
12366,11,Old,Lada,Ufa,RUS,gasoline,12366,235.0k,2114 Samara,335.0k
12367,15,Old,Ford,Krasnodar,USA,gasoline,12367,230.0k,Focus,670.0k
12370,7,Middle,Daihatsu,Krasnodar,JP,gasoline,12370,117.2k,Thor,1149.0k
12384,7,Middle,Bentley,Krasnodar,UK,gasoline,12384,41.0k,Bentayga,12950.0k
12391,6,Middle,Kia,Krasnodar,KR,diesel,12391,106.0k,Sorento,2999.0k
12399,9,Middle,Volkswagen,Krasnodar,DE,gasoline,12399,19.7k,Tiguan,1995.0k
12414,6,Middle,Hyundai,Krasnodar,KR,gasoline,12414,307.4k,Solaris,749.0k
12425,5,Middle,Nissan,Krasnodar,JP,gasoline,12425,50.0k,Note,1220.0k
12427,5,Middle,Hyundai,Krasnodar,KR,gasoline,12427,70.0k,Creta,1910.0k
12435,3,New,Kia,Krasnodar,KR,gasoline,12435,67.0k,K5,2799.0k
12439,12,Old,Lada,Ufa,RUS,gasoline,12439,125.0k,2114 Samara,190.0k
12442,6,Middle,Renault,Krasnodar,FR,gasoline,12442,110.0k,Duster,1565.0k
12461,11,Old,Lada,Ufa,RUS,gasoline,12461,147.0k,2114 Samara,300.0k
12468,3,New,Audi,Krasnodar,DE,gasoline,12468,66.1k,Q5,4685.0k
12473,14,Old,BMW,Krasnodar,DE,diesel,12473,280.0k,X5,2100.0k
12484,23,Old,Mazda,Krasnodar,JP,gasoline,12484,266.3k,MPV,675.7k
12488,12,Old,Nissan,Krasnodar,JP,gasoline,12488,117.2k,Teana,1420.0k
12494,22,Old,Toyota,Krasnodar,JP,diesel,12494,326.0k,Land Cruiser Prado,1500.0k
12496,1,New,Geely,Krasnodar,CN,gasoline,12496,85,Boyue Cool,2715.0k
12502,4,Middle,Hyundai,Krasnodar,KR,gasoline,12502,16.5k,Tucson,2840.0k
12504,15,Old,BMW,Krasnodar,DE,gasoline,12504,302.0k,1-Series,850.0k
12506,16,Old,Renault,Krasnodar,FR,diesel,12506,250.0k,Laguna,599.0k
12507,7,Middle,Hyundai,Krasnodar,KR,gasoline,12507,105.0k,Creta,1777.0k
12522,7,Middle,Mercedes-Benz,Krasnodar,DE,diesel,12522,140.0k,GLE,4450.0k
12526,3,New,Toyota,Krasnodar,JP,gasoline,12526,81.8k,Camry,3499.0k
12527,14,Old,Volkswagen,Krasnodar,DE,gasoline,12527,151.2k,Golf,1150.0k
12535,11,Old,Mitsubishi,Krasnodar,JP,gasoline,12535,209.0k,Outlander,1650.0k
12549,6,Middle,Hyundai,Krasnodar,KR,diesel,12549,92.0k,Grand Starex,4500.0k
12559,5,Middle,Kia,Krasnodar,KR,diesel,12559,68.0k,Sorento,3250.0k
12577,8,Middle,Toyota,Krasnodar,JP,hybrid,12577,120.0k,Aqua,1190.0k
12582,10,Old,Opel,Krasnodar,DE,gasoline,12582,170.0k,Mokka,1200.0k
12587,13,Old,Nissan,Krasnodar,JP,gasoline,12587,75.5k,Juke,1430.0k
12594,17,Old,BMW,Krasnodar,DE,gasoline,12594,232.8k,X5,1499.0k
12598,17,Old,Opel,Krasnodar,DE,gasoline,12598,133.0k,Corsa,535.0k
12601,13,Old,Volkswagen,Krasnodar,DE,gasoline,12601,186.0k,Passat CC,1125.0k
12607,2,New,Chery,Krasnodar,CN,gasoline,12607,14.0k,Tiggo 7 Pro Max,2300.0k
12617,16,Old,Daewoo,Krasnodar,KR,gasoline,12617,220.0k,Matiz,285.0k
12619,19,Old,Dodge,Krasnodar,USA,gasoline,12619,122.0k,Magnum,1150.0k
12627,11,Old,Ford,Krasnodar,USA,gasoline,12627,151.0k,Kuga,1400.0k
12652,11,Old,Chevrolet,Krasnodar,USA,gasoline,12652,117.8k,Aveo,855.0k
12657,9,Middle,Hyundai,Krasnodar,KR,gasoline,12657,158.9k,Elantra,1480.0k
12664,12,Old,Ford,Krasnodar,USA,gasoline,12664,253.0k,Focus,790.0k
12680,20,Old,Lada,Chelyabinsk,RUS,gasoline,12680,152.0k,2114 Samara,169.0k
12683,5,Middle,Toyota,Krasnodar,JP,gasoline,12683,90.0k,RAV4,2520.0k
12706,10,Old,Kia,Krasnodar,KR,diesel,12706,263.6k,Mohave,2050.0k
12714,1,New,Mazda,Krasnodar,JP,gasoline,12714,63,CX-5,3980.0k
12734,11,Old,Toyota,Krasnodar,JP,gasoline,12734,187.7k,RAV4,1790.0k
12737,2,New,Chery,Krasnodar,CN,gasoline,12737,43.6k,Tiggo 7 Pro Max,2180.0k
12757,7,Middle,Kia,Krasnodar,KR,gasoline,12757,48.0k,Ceed,1710.0k
12777,5,Middle,Kia,Krasnodar,KR,gasoline,12777,67.9k,Rio,1645.0k
12794,1,New,Chevrolet,Krasnodar,USA,gasoline,12794,180,Monza,2085.0k
12805,14,Old,Lada,Chelyabinsk,RUS,gasoline,12805,205.0k,2114 Samara,220.0k
12806,6,Middle,Kia,Krasnodar,KR,diesel,12806,125.4k,Sorento,2745.0k
12814,14,Old,BMW,Krasnodar,DE,gasoline,12814,210.0k,3-Series,1060.0k
12818,6,Middle,Kia,Krasnodar,KR,diesel,12818,92.5k,Sorento,3131.0k
12829,12,Old,Chevrolet,Krasnodar,USA,diesel,12829,237.3k,Captiva,1270.0k
12831,4,Middle,Kia,Krasnodar,KR,gasoline,12831,42.0k,Rio,1730.0k
12846,7,Middle,Toyota,Krasnodar,JP,gasoline,12846,103.0k,RAV4,2560.0k
12848,21,Old,Nissan,Krasnodar,JP,gasoline,12848,223.0k,Murano,660.0k
12851,11,Old,Skoda,Krasnodar,CZ,gasoline,12851,265.0k,Fabia,700.0k
12855,13,Old,Lexus,Krasnodar,JP,gasoline,12855,216.0k,RX270,2055.0k
12857,2,New,Toyota,Krasnodar,JP,gasoline,12857,13.0k,Camry,3450.0k
12858,16,Old,Peugeot,Krasnodar,FR,gasoline,12858,103.7k,107,575.0k
12868,7,Middle,Volkswagen,Krasnodar,DE,gasoline,12868,185.0k,Polo,1130.0k
12875,16,Old,Peugeot,Krasnodar,FR,gasoline,12875,212.0k,308,545.0k
12878,17,Old,Hyundai,Krasnodar,KR,gasoline,12878,246.0k,Sonata,800.0k
12890,10,Old,Kia,Krasnodar,KR,gasoline,12890,193.5k,Ceed,1420.0k
12901,13,Old,Mitsubishi,Krasnodar,JP,gasoline,12901,236.0k,Outlander,1670.0k
12914,15,Old,Skoda,Krasnodar,CZ,gasoline,12914,150.7k,Roomster,785.0k
12915,10,Old,Hyundai,Krasnodar,KR,gasoline,12915,94.5k,ix35,1370.0k
12917,14,Old,Toyota,Krasnodar,JP,gasoline,12917,163.2k,Noah,1255.0k
12918,12,Old,Land Rover,Krasnodar,UK,diesel,12918,170.0k,Rover Range Rover Evoque,1720.0k
12939,6,Middle,Kia,Krasnodar,KR,gasoline,12939,106.5k,Optima,1970.0k
12942,3,New,Volkswagen,Krasnodar,DE,gasoline,12942,35.9k,Polo,1920.0k
12945,7,Middle,Volkswagen,Krasnodar,DE,gasoline,12945,171.3k,Tiguan,1960.0k
12949,1,New,Mitsubishi,Krasnodar,JP,gasoline,12949,312,Eclipse Cross,3350.0k
12969,6,Middle,Volkswagen,Krasnodar,DE,gasoline,12969,92.0k,Tiguan,3290.0k
12977,20,Old,Ford,Krasnodar,USA,gasoline,12977,218.0k,Focus,385.0k
12990,12,Old,Lada,Chita,RUS,gasoline,12990,145.7k,2114 Samara,280.0k
12993,3,New,Kia,Krasnodar,KR,gasoline,12993,82.0k,Rio,2490.0k
13010,3,New,Kia,Krasnodar,KR,gasoline,13010,5.0k,Rio X (X-Line),2220.0k
13019,5,Middle,Kia,Krasnodar,KR,gasoline,13019,93.8k,Rio,1265.0k
13020,13,Old,Kia,Krasnodar,KR,gasoline,13020,267.1k,Rio,795.0k
13036,5,Middle,Kia,Krasnodar,KR,gasoline,13036,71.8k,Rio,1750.0k
13042,17,Old,Kia,Krasnodar,KR,gasoline,13042,170.0k,Spectra,425.0k
13065,5,Middle,Mitsubishi,Krasnodar,JP,diesel,13065,47.5k,L200,3280.0k
13075,16,Old,Daewoo,Krasnodar,KR,gasoline,13075,155.0k,Matiz,277.0k
13100,5,Middle,Nissan,Krasnodar,JP,gasoline,13100,71.0k,Qashqai,1700.0k
13108,6,Middle,Toyota,Krasnodar,JP,gasoline,13108,121.0k,Town Ace,1630.0k
13123,2,New,Kia,Krasnodar,KR,gasoline,13123,4.5k,Picanto,1897.0k
13149,9,Middle,Mazda,Krasnodar,JP,diesel,13149,128.0k,CX-3,1798.0k
13163,17,Old,Kia,Krasnodar,KR,gasoline,13163,260.0k,Spectra,475.0k
13167,17,Old,Chevrolet,Krasnodar,USA,gasoline,13167,197.0k,Lanos,320.0k
13184,1,New,Lynk,Krasnodar,CN,hybrid,13184,23,& Co 08,5799.0k
13189,17,Old,Opel,Krasnodar,DE,gasoline,13189,150.0k,Corsa,399.0k
13211,6,Middle,Hyundai,Krasnodar,KR,diesel,13211,110.7k,Santa Fe,3198.0k
13219,5,Middle,Renault,Krasnodar,FR,gasoline,13219,42.6k,Sandero Stepway,1269.0k
13220,10,Old,Toyota,Krasnodar,JP,gasoline,13220,118.0k,Corolla,1349.0k
13230,8,Middle,Kia,Krasnodar,KR,diesel,13230,79.5k,Sportage,2280.0k
13241,16,Old,MINI,Krasnodar,DE,gasoline,13241,145.0k,Hatch,950.0k
13249,6,Middle,Chery,Krasnodar,CN,gasoline,13249,54.0k,Tiggo 5,1550.0k
13251,4,Middle,Kia,Krasnodar,KR,gasoline,13251,36.2k,Ceed,1865.5k
13252,5,Middle,Volkswagen,Krasnodar,DE,gasoline,13252,120.0k,Polo,1557.0k
13260,21,Old,Lada,Kazan,RUS,gasoline,13260,277.0k,2115 Samara,135.0k
13302,3,New,Nissan,Krasnodar,JP,gasoline,13302,38.0k,Qashqai,2398.5k
13315,6,Middle,Kia,Krasnodar,KR,gasoline,13315,115.3k,Optima,2360.0k
13326,17,Old,Hyundai,Krasnodar,KR,gasoline,13326,145.0k,Coupe,850.0k
13336,4,Middle,Skoda,Krasnodar,CZ,gasoline,13336,88.0k,Rapid,1555.0k
13341,6,Middle,Kia,Krasnodar,KR,gasoline,13341,130.0k,Ceed,1419.0k
13365,17,Old,Nissan,Krasnodar,JP,gasoline,13365,300.0k,Note,570.0k
13375,8,Middle,Ford,Krasnodar,USA,gasoline,13375,49.0k,Fiesta,1215.0k
13379,9,Middle,Kia,Krasnodar,KR,gasoline,13379,380.0k,Ceed,888.0k
13392,1,New,Changan,Krasnodar,CN,gasoline,13392,20,Hunter Plus,3549.0k
13396,24,Old,Lada,Makhachkala,RUS,gasoline,13396,200.0k,2115 Samara,110.0k
13397,14,Old,Hyundai,Krasnodar,KR,gasoline,13397,218.7k,i30,880.0k
13401,10,Old,Volkswagen,Krasnodar,DE,gasoline,13401,197.0k,Polo,870.0k
13403,14,Old,Mercedes-Benz,Krasnodar,DE,gasoline,13403,8.0k,S-Class,1800.0k
13404,12,Old,Ford,Krasnodar,USA,gasoline,13404,220.0k,Explorer,1970.0k
13415,4,Middle,FAW,Krasnodar,CN,gasoline,13415,23.9k,Besturn X80,1725.0k
13423,24,Old,Subaru,Krasnodar,JP,gasoline,13423,245.4k,Outback,322.0k
13449,12,Old,BMW,Krasnodar,DE,diesel,13449,179.8k,X6,3600.0k
13459,4,Middle,Land Rover,Krasnodar,UK,gasoline,13459,51.0k,Rover Range Rover Evoque,3590.0k
13469,7,Middle,Kia,Krasnodar,KR,gasoline,13469,66.7k,Rio,1300.0k
13472,15,Old,Ford,Krasnodar,USA,gasoline,13472,240.0k,Focus,650.0k
13480,5,Middle,Hyundai,Krasnodar,KR,gasoline,13480,153.0k,Solaris,1280.0k
13501,6,Middle,Mazda,Krasnodar,JP,gasoline,13501,92.4k,CX-5,2750.0k
13522,1,New,OMODA,Krasnodar,CN,gasoline,13522,8.6k,C5,3000.0k
13527,4,Middle,Volkswagen,Krasnodar,DE,gasoline,13527,74.8k,Polo,1729.0k
13528,10,Old,Kia,Krasnodar,KR,gasoline,13528,149.2k,Rio,998.0k
13536,2,New,Geely,Krasnodar,CN,gasoline,13536,22.4k,Coolray,1998.8k
13544,4,Middle,Toyota,Krasnodar,JP,gasoline,13544,32.4k,Raize,1795.0k
13548,3,New,Suzuki,Krasnodar,JP,gasoline,13548,77.0k,Solio,1450.0k
13550,3,New,Toyota,Krasnodar,JP,gasoline,13550,27.0k,Yaris Cross,2250.0k
13559,16,Old,Mercedes-Benz,Krasnodar,DE,gasoline,13559,253.0k,M-Class,1290.0k
13570,17,Old,Volkswagen,Krasnodar,DE,diesel,13570,326.0k,Touran,1000.0k
13574,18,Old,Lada,Nizhny Novgorod,RUS,gasoline,13574,269.0k,2115 Samara,129.9k
13580,11,Old,Citroen,Krasnodar,FR,gasoline,13580,105.0k,C4,1100.0k
13596,19,Old,Lexus,Krasnodar,JP,gasoline,13596,344.0k,LX470,2800.0k
13610,16,Old,Opel,Krasnodar,DE,gasoline,13610,223.0k,Astra,540.0k
13619,7,Middle,Volkswagen,Krasnodar,DE,gasoline,13619,140.5k,Tiguan,3430.0k
13637,1,New,GAC,Krasnodar,CN,gasoline,13637,4.7k,Trumpchi M6,3500.0k
13650,17,Old,Lada,Omsk,RUS,gasoline,13650,300.0k,2115 Samara,160.0k
13652,12,Old,Opel,Krasnodar,DE,gasoline,13652,182.5k,Astra,899.0k
13663,11,Old,Hyundai,Krasnodar,KR,gasoline,13663,136.0k,Solaris,1050.0k
13677,16,Old,Toyota,Krasnodar,JP,gasoline,13677,215.0k,Belta,780.0k
13681,31,Old,Mercedes-Benz,Krasnodar,DE,gasoline,13681,300.0k,E-Class,280.0k
13693,5,Middle,Renault,Krasnodar,FR,gasoline,13693,72.0k,Arkana,1880.0k
13694,1,New,Hyundai,Krasnodar,KR,gasoline,13694,90,Elantra,2490.0k
13700,16,Old,Honda,Krasnodar,JP,gasoline,13700,255.8k,Civic,797.0k
13708,5,Middle,Nissan,Krasnodar,JP,gasoline,13708,106.2k,X-Trail,2528.0k
13714,13,Old,Kia,Krasnodar,KR,gasoline,13714,180.0k,Cerato Koup,1350.0k
13716,6,Middle,BMW,Krasnodar,DE,diesel,13716,12.6k,X5,8200.0k
13719,5,Middle,Honda,Krasnodar,JP,gasoline,13719,79.0k,Freed,1910.0k
13725,13,Old,Kia,Krasnodar,KR,gasoline,13725,201.0k,Cerato Koup,1000.0k
13726,12,Old,Toyota,Krasnodar,JP,gasoline,13726,150,Wish,1630.0k
13732,12,Old,Daewoo,Krasnodar,KR,gasoline,13732,143.0k,Matiz,400.0k
13765,15,Old,Honda,Krasnodar,JP,hybrid,13765,174.1k,Civic,820.0k
13777,22,Old,Honda,Krasnodar,JP,gasoline,13777,250.0k,Stream,599.0k
13798,17,Old,Kia,Krasnodar,KR,gasoline,13798,260.0k,Sportage,1000.0k
13853,4,Middle,Toyota,Krasnodar,JP,gasoline,13853,7.0k,Raize,1970.0k
13872,27,Old,Nissan,Krasnodar,JP,gasoline,13872,215.0k,Primera,185.0k
13879,12,Old,Infiniti,Krasnodar,JP,gasoline,13879,273.0k,QX56,2170.0k
13890,4,Middle,Kia,Krasnodar,KR,gasoline,13890,38.0k,Morning,1600.0k
13900,6,Middle,BMW,Krasnodar,DE,diesel,13900,140.0k,5-Series,3555.0k
13911,6,Middle,Toyota,Krasnodar,JP,gasoline,13911,63.0k,Passo,1038.0k
13915,8,Middle,Kia,Krasnodar,KR,gasoline,13915,118.4k,Ceed,1457.1k
13923,21,Old,Toyota,Krasnodar,JP,gasoline,13923,242.0k,RAV4,980.0k
